id,hometown,habit,age,gender,result
8387,Ha Noi,badminton,20,female,no
8388,Ca Mau,marathon,19,female,no
8389,Vinh,marathon,18,male,yes
8390,Hai Phong,volleyball,22,female,yes
8391,Hai Phong,marathon,22,female,yes
8392,Ca Mau,football,19,male,yes
8393,Binh Duong,football,21,female,yes
8394,Vinh,badminton,20,male,yes
8395,Ha Noi,volleyball,22,female,yes
8396,Hai Phong,volleyball,22,female,no
8397,Binh Duong,football,23,male,yes
8398,Ha Noi,football,18,female,no
8399,Vinh,football,18,male,yes
8400,Hai Phong,volleyball,19,female,yes
8401,Hai Duong,badminton,20,male,no
8402,Vinh,football,18,male,yes
8403,Ha Noi,volleyball,21,male,yes
8404,Vinh,volleyball,21,male,no
8405,Binh Duong,volleyball,22,female,no
8406,Vinh,marathon,21,male,no
8407,Ha Noi,football,22,female,no
8408,Hai Duong,football,21,female,no
8409,Ha Noi,football,19,female,yes
8410,Hai Duong,football,23,male,yes
8411,Ca Mau,football,21,male,no
8412,Hai Phong,marathon,18,male,no
8413,Ha Noi,marathon,23,male,no
8414,Ha Noi,football,23,male,yes
8415,Ha Noi,volleyball,18,male,yes
8416,Ha Noi,football,22,female,yes
8417,Hai Phong,badminton,21,female,yes
8418,Ha Noi,marathon,21,female,no
8419,Vinh,marathon,21,female,no
8420,Binh Duong,badminton,19,male,no
8421,Vinh Phuc,volleyball,20,male,no
8422,Ha Noi,marathon,18,female,no
8423,Ca Mau,marathon,21,female,no
8424,Ca Mau,football,21,female,yes
8425,Hai Duong,marathon,18,male,no
8426,Ca Mau,football,23,female,yes
8427,Binh Duong,football,18,female,yes
8428,Vinh,marathon,19,female,yes
8429,Binh Duong,volleyball,23,male,yes
8430,Vinh,badminton,20,male,no
8431,Hai Duong,badminton,18,male,yes
8432,Ha Noi,marathon,23,male,no
8433,Ha Noi,football,20,male,no
8434,Ha Noi,volleyball,20,female,no
8435,Binh Duong,volleyball,22,female,yes
8436,Ha Noi,volleyball,23,male,no
8437,Vinh Phuc,volleyball,19,male,no
8438,Vinh Phuc,marathon,21,female,yes
8439,Ha Noi,badminton,19,male,no
8440,Hai Duong,marathon,20,female,no
8441,Ca Mau,badminton,20,female,yes
8442,Ca Mau,football,21,male,no
8443,Ca Mau,marathon,23,male,yes
8444,Binh Duong,marathon,22,male,yes
8445,Hai Phong,marathon,18,male,no
8446,Hai Phong,football,23,female,no
8447,Binh Duong,volleyball,21,male,yes
8448,Vinh,badminton,19,male,no
8449,Hai Phong,marathon,18,female,no
8450,Vinh,badminton,23,male,no
8451,Ha Noi,badminton,23,female,no
8452,Vinh Phuc,marathon,19,female,yes
8453,Vinh Phuc,football,19,male,no
8454,Binh Duong,badminton,19,male,yes
8455,Ca Mau,marathon,18,female,no
8456,Vinh,marathon,19,male,no
8457,Vinh Phuc,volleyball,20,female,yes
8458,Hai Phong,football,23,male,yes
8459,Ha Noi,volleyball,23,female,no
8460,Vinh,badminton,19,male,yes
8461,Hai Duong,volleyball,22,female,yes
8462,Vinh,marathon,22,female,no
8463,Binh Duong,volleyball,23,male,yes
8464,Ca Mau,badminton,20,male,no
8465,Ha Noi,volleyball,23,male,no
8466,Ca Mau,marathon,18,female,no
8467,Vinh Phuc,marathon,20,male,no
8468,Binh Duong,football,23,female,no
8469,Hai Phong,volleyball,23,female,yes
8470,Hai Phong,marathon,19,female,yes
8471,Ca Mau,badminton,21,male,no
8472,Vinh Phuc,football,20,male,yes
8473,Hai Duong,football,18,female,yes
8474,Hai Phong,football,19,male,yes
8475,Hai Phong,volleyball,23,female,no
8476,Binh Duong,volleyball,20,female,yes
8477,Vinh Phuc,marathon,18,female,yes
8478,Binh Duong,volleyball,21,male,yes
8479,Ca Mau,football,23,female,yes
8480,Vinh Phuc,marathon,19,female,yes
8481,Vinh,volleyball,18,female,yes
8482,Hai Duong,marathon,22,male,no
8483,Hai Duong,volleyball,18,male,no
8484,Vinh,football,18,male,no
8485,Vinh,volleyball,21,male,no
8486,Ca Mau,football,21,female,yes
8487,Ha Noi,marathon,22,female,yes
8488,Binh Duong,volleyball,18,female,yes
8489,Hai Duong,football,19,male,no
8490,Binh Duong,football,18,male,no
8491,Ha Noi,badminton,20,male,yes
8492,Vinh,marathon,21,female,no
8493,Ha Noi,volleyball,21,female,no
8494,Ha Noi,marathon,20,female,yes
8495,Ca Mau,volleyball,22,male,yes
8496,Hai Duong,football,18,male,yes
8497,Binh Duong,badminton,21,male,no
8498,Binh Duong,marathon,21,male,yes
8499,Ca Mau,volleyball,22,female,yes
8500,Vinh Phuc,badminton,21,female,no
8501,Ha Noi,marathon,19,female,no
8502,Hai Duong,volleyball,20,female,yes
8503,Hai Duong,marathon,20,male,yes
8504,Vinh Phuc,football,18,male,no
8505,Ca Mau,volleyball,21,male,yes
8506,Vinh Phuc,badminton,23,male,no
8507,Vinh,football,23,male,yes
8508,Vinh,marathon,21,female,no
8509,Vinh,badminton,20,male,yes
8510,Hai Duong,football,21,female,yes
8511,Vinh Phuc,football,23,male,yes
8512,Vinh,badminton,20,male,yes
8513,Hai Duong,football,20,female,yes
8514,Ca Mau,football,23,female,yes
8515,Vinh,marathon,21,male,no
8516,Binh Duong,volleyball,19,male,no
8517,Ha Noi,volleyball,21,male,no
8518,Binh Duong,badminton,21,female,no
8519,Binh Duong,marathon,18,female,no
8520,Vinh Phuc,volleyball,18,male,yes
8521,Ca Mau,volleyball,22,female,yes
8522,Ha Noi,badminton,19,male,no
8523,Ca Mau,badminton,20,female,yes
8524,Vinh,volleyball,21,male,no
8525,Vinh Phuc,marathon,18,male,yes
8526,Ha Noi,badminton,20,male,yes
8527,Vinh Phuc,football,18,male,yes
8528,Vinh,marathon,18,female,no
8529,Ha Noi,marathon,23,male,no
8530,Ca Mau,volleyball,23,male,no
8531,Ca Mau,marathon,18,female,yes
8532,Hai Duong,football,21,male,no
8533,Binh Duong,marathon,19,male,yes
8534,Binh Duong,badminton,18,female,no
8535,Vinh,badminton,23,male,yes
8536,Ha Noi,badminton,20,female,no
8537,Vinh,volleyball,20,female,no
8538,Ca Mau,marathon,23,female,yes
8539,Ha Noi,volleyball,18,female,no
8540,Vinh Phuc,football,21,female,no
8541,Ca Mau,volleyball,22,male,no
8542,Binh Duong,marathon,21,female,no
8543,Hai Duong,badminton,21,male,no
8544,Hai Phong,badminton,19,male,no
8545,Vinh Phuc,badminton,23,female,yes
8546,Vinh,volleyball,23,male,yes
8547,Ca Mau,volleyball,19,female,yes
8548,Binh Duong,marathon,20,male,yes
8549,Binh Duong,football,18,female,yes
8550,Binh Duong,football,18,male,yes
8551,Vinh,volleyball,19,male,yes
8552,Binh Duong,marathon,18,male,yes
8553,Vinh,badminton,18,female,no
8554,Vinh Phuc,marathon,21,male,no
8555,Binh Duong,football,21,male,no
8556,Binh Duong,badminton,22,female,no
8557,Binh Duong,football,23,female,yes
8558,Ca Mau,volleyball,19,female,yes
8559,Vinh Phuc,volleyball,22,female,no
8560,Ha Noi,football,21,female,no
8561,Hai Duong,football,18,female,no
8562,Ha Noi,badminton,21,female,no
8563,Vinh,volleyball,18,female,no
8564,Hai Duong,badminton,19,male,yes
8565,Hai Phong,badminton,22,female,yes
8566,Binh Duong,badminton,22,male,yes
8567,Hai Phong,football,20,male,yes
8568,Vinh,volleyball,23,female,no
8569,Hai Duong,football,22,female,yes
8570,Vinh Phuc,badminton,19,female,no
8571,Hai Duong,volleyball,21,male,no
8572,Hai Duong,volleyball,20,female,yes
8573,Hai Duong,volleyball,18,male,yes
8574,Vinh,marathon,22,male,no
8575,Ca Mau,volleyball,19,male,no
8576,Vinh Phuc,marathon,22,male,no
8577,Vinh,badminton,18,female,yes
8578,Ha Noi,badminton,21,male,no
8579,Ha Noi,marathon,20,male,yes
8580,Vinh Phuc,football,18,female,yes
8581,Vinh,volleyball,21,male,yes
8582,Ca Mau,volleyball,20,male,no
8583,Ca Mau,marathon,21,male,yes
8584,Hai Duong,volleyball,19,female,no
8585,Binh Duong,football,23,male,no
8586,Vinh Phuc,marathon,23,male,no
8587,Vinh,badminton,21,male,yes
8588,Ha Noi,marathon,22,female,no
8589,Ca Mau,marathon,18,female,no
8590,Vinh,football,20,female,no
8591,Binh Duong,badminton,19,female,yes
8592,Ca Mau,football,20,male,yes
8593,Hai Phong,badminton,18,male,no
8594,Vinh,marathon,21,female,no
8595,Binh Duong,volleyball,23,male,no
8596,Binh Duong,marathon,19,male,no
8597,Vinh,badminton,20,male,no
8598,Vinh Phuc,football,22,male,yes
8599,Binh Duong,football,23,male,yes
8600,Ha Noi,volleyball,20,male,yes
8601,Ha Noi,football,22,male,yes
8602,Hai Phong,football,20,male,yes
8603,Vinh,football,19,male,no
8604,Vinh,volleyball,21,male,no
8605,Ha Noi,marathon,21,male,yes
8606,Ca Mau,badminton,21,female,yes
8607,Ca Mau,football,23,male,yes
8608,Hai Duong,marathon,18,female,no
8609,Ca Mau,marathon,21,female,yes
8610,Ha Noi,volleyball,23,male,no
8611,Binh Duong,marathon,19,female,yes
8612,Ca Mau,football,20,male,yes
8613,Binh Duong,football,18,male,no
8614,Ca Mau,badminton,18,female,no
8615,Ha Noi,football,20,male,no
8616,Hai Phong,badminton,19,female,yes
8617,Hai Phong,marathon,19,male,yes
8618,Ca Mau,football,23,female,yes
8619,Ha Noi,marathon,20,female,yes
8620,Binh Duong,marathon,23,female,yes
8621,Ha Noi,marathon,21,male,yes
8622,Ha Noi,badminton,23,male,yes
8623,Ca Mau,marathon,23,female,no
8624,Ca Mau,marathon,20,male,yes
8625,Binh Duong,football,19,female,no
8626,Hai Duong,football,20,male,no
8627,Vinh,volleyball,21,male,no
8628,Ha Noi,football,22,female,yes
8629,Ha Noi,volleyball,18,male,yes
8630,Ha Noi,badminton,20,female,no
8631,Hai Duong,marathon,19,female,no
8632,Ha Noi,marathon,20,female,yes
8633,Hai Phong,badminton,18,female,no
8634,Ha Noi,marathon,23,female,no
8635,Vinh,badminton,18,male,no
8636,Binh Duong,badminton,23,female,no
8637,Vinh,badminton,22,male,no
8638,Hai Phong,volleyball,18,female,yes
8639,Hai Phong,marathon,18,male,yes
8640,Hai Duong,football,20,female,no
8641,Vinh Phuc,badminton,22,male,yes
8642,Hai Duong,volleyball,19,female,no
8643,Ha Noi,football,20,female,yes
8644,Vinh,marathon,18,male,yes
8645,Ca Mau,badminton,19,female,yes
8646,Binh Duong,marathon,21,female,yes
8647,Hai Duong,football,22,male,no
8648,Vinh,badminton,19,male,no
8649,Vinh,marathon,20,male,yes
8650,Ca Mau,marathon,23,female,no
8651,Vinh Phuc,volleyball,20,male,yes
8652,Hai Duong,volleyball,20,female,no
8653,Vinh Phuc,football,19,male,no
8654,Vinh Phuc,volleyball,23,female,no
8655,Hai Phong,marathon,20,female,no
8656,Ha Noi,football,18,female,no
8657,Vinh Phuc,football,20,male,yes
8658,Vinh Phuc,marathon,20,male,no
8659,Ca Mau,badminton,18,male,no
8660,Hai Phong,badminton,23,female,no
8661,Binh Duong,badminton,19,male,yes
8662,Hai Phong,football,22,male,yes
8663,Binh Duong,marathon,22,male,no
8664,Vinh Phuc,badminton,18,male,no
8665,Ca Mau,football,18,female,yes
8666,Ca Mau,badminton,21,female,no
8667,Ha Noi,volleyball,19,female,no
8668,Binh Duong,football,23,male,yes
8669,Hai Duong,volleyball,21,female,yes
8670,Hai Duong,marathon,18,male,yes
8671,Vinh,badminton,23,male,yes
8672,Ha Noi,marathon,19,female,no
8673,Ca Mau,marathon,20,female,yes
8674,Ha Noi,football,20,female,yes
8675,Hai Phong,marathon,18,male,no
8676,Vinh,football,23,male,no
8677,Ca Mau,football,20,female,yes
8678,Hai Phong,badminton,22,female,yes
8679,Ha Noi,football,19,female,yes
8680,Vinh,football,19,female,no
8681,Binh Duong,volleyball,20,female,no
8682,Vinh Phuc,badminton,19,female,no
8683,Hai Phong,badminton,21,male,no
8684,Vinh Phuc,marathon,19,female,no
8685,Vinh,volleyball,20,female,yes
8686,Hai Phong,volleyball,20,female,no
8687,Ca Mau,badminton,22,male,yes
8688,Hai Duong,badminton,20,female,no
8689,Ha Noi,badminton,22,female,yes
8690,Vinh,badminton,18,male,yes
8691,Hai Phong,badminton,18,male,yes
8692,Hai Duong,badminton,20,male,yes
8693,Hai Phong,marathon,22,male,no
8694,Ha Noi,marathon,23,male,no
8695,Ca Mau,marathon,22,male,yes
8696,Hai Duong,volleyball,20,male,yes
8697,Vinh Phuc,badminton,18,male,no
8698,Ha Noi,marathon,21,male,yes
8699,Ha Noi,badminton,23,male,yes
8700,Ca Mau,marathon,18,male,no
8701,Binh Duong,football,21,female,no
8702,Ha Noi,marathon,19,male,yes
8703,Binh Duong,marathon,20,female,no
8704,Hai Duong,badminton,19,male,no
8705,Vinh,badminton,23,male,no
8706,Binh Duong,football,22,male,yes
8707,Vinh,marathon,18,female,yes
8708,Hai Duong,volleyball,21,female,yes
8709,Ca Mau,volleyball,22,female,no
8710,Hai Duong,football,22,female,no
8711,Binh Duong,marathon,23,male,no
8712,Vinh,football,20,male,no
8713,Binh Duong,marathon,22,male,yes
8714,Vinh,volleyball,23,female,yes
8715,Ca Mau,volleyball,19,male,yes
8716,Ha Noi,marathon,23,female,no
8717,Hai Duong,marathon,22,female,no
8718,Hai Duong,football,19,male,no
8719,Vinh,volleyball,22,male,no
8720,Ha Noi,marathon,22,male,no
8721,Ha Noi,volleyball,19,female,no
8722,Ca Mau,volleyball,18,female,no
8723,Binh Duong,football,19,male,yes
8724,Vinh Phuc,marathon,23,female,no
8725,Hai Duong,football,20,male,yes
8726,Ha Noi,marathon,18,male,yes
8727,Ha Noi,football,21,male,yes
8728,Vinh Phuc,marathon,18,female,yes
8729,Binh Duong,marathon,21,female,no
8730,Ca Mau,football,21,male,yes
8731,Binh Duong,marathon,18,male,yes
8732,Binh Duong,football,22,female,no
8733,Hai Phong,badminton,18,male,no
8734,Vinh,badminton,18,male,no
8735,Ha Noi,badminton,18,male,no
8736,Vinh,football,21,male,yes
8737,Binh Duong,volleyball,21,male,no
8738,Hai Phong,marathon,21,male,yes
8739,Hai Duong,marathon,21,female,yes
8740,Ha Noi,marathon,20,male,yes
8741,Hai Duong,football,18,male,no
8742,Hai Duong,football,22,female,yes
8743,Vinh,volleyball,19,male,yes
8744,Binh Duong,volleyball,18,female,no
8745,Ca Mau,badminton,23,female,yes
8746,Binh Duong,volleyball,21,male,no
8747,Ca Mau,football,19,female,no
8748,Vinh Phuc,volleyball,19,female,yes
8749,Vinh Phuc,badminton,18,female,no
8750,Vinh Phuc,football,19,male,yes
8751,Hai Phong,football,19,female,no
8752,Hai Phong,marathon,20,female,no
8753,Hai Phong,football,21,male,yes
8754,Hai Phong,badminton,19,male,yes
8755,Ha Noi,volleyball,18,male,yes
8756,Hai Duong,football,19,female,no
8757,Hai Duong,football,23,female,no
8758,Ca Mau,badminton,22,female,no
8759,Vinh,football,20,female,no
8760,Binh Duong,badminton,18,male,yes
8761,Binh Duong,football,19,male,no
8762,Ca Mau,marathon,22,male,yes
8763,Hai Duong,badminton,20,female,yes
8764,Hai Phong,volleyball,22,male,yes
8765,Vinh,football,23,female,yes
8766,Binh Duong,marathon,18,male,yes
8767,Vinh,marathon,19,female,yes
8768,Ca Mau,marathon,18,female,no
8769,Vinh Phuc,badminton,19,female,yes
8770,Vinh Phuc,volleyball,19,female,no
8771,Hai Phong,badminton,22,female,yes
8772,Hai Duong,football,19,female,no
8773,Binh Duong,marathon,23,male,no
8774,Hai Phong,badminton,19,female,no
8775,Vinh,badminton,18,male,no
8776,Ca Mau,marathon,20,male,yes
8777,Hai Duong,marathon,19,female,yes
8778,Ca Mau,marathon,21,male,no
8779,Hai Duong,badminton,20,male,no
8780,Vinh Phuc,volleyball,19,male,no
8781,Vinh Phuc,marathon,19,male,no
8782,Vinh,marathon,21,male,no
8783,Hai Duong,badminton,18,male,no
8784,Vinh,football,19,female,yes
8785,Vinh Phuc,football,23,female,no
8786,Binh Duong,badminton,20,female,yes
8787,Hai Duong,football,22,male,no
8788,Vinh Phuc,marathon,18,male,no
8789,Hai Phong,volleyball,18,female,yes
8790,Hai Phong,football,19,female,no
8791,Ha Noi,badminton,23,female,no
8792,Hai Duong,badminton,23,female,yes
8793,Ha Noi,football,21,male,yes
8794,Vinh Phuc,marathon,23,male,yes
8795,Hai Duong,badminton,19,female,no
8796,Hai Duong,football,19,male,no
8797,Binh Duong,football,22,female,yes
8798,Binh Duong,marathon,22,male,no
8799,Vinh Phuc,football,18,male,no
8800,Vinh,marathon,18,male,no
8801,Ha Noi,marathon,20,female,no
8802,Vinh,badminton,23,female,yes
8803,Vinh Phuc,football,21,male,no
8804,Hai Phong,badminton,19,female,no
8805,Vinh,volleyball,21,female,no
8806,Ha Noi,football,19,female,yes
8807,Hai Duong,volleyball,20,female,no
8808,Binh Duong,football,19,female,no
8809,Ca Mau,football,23,female,yes
8810,Vinh,marathon,19,male,no
8811,Hai Duong,badminton,20,male,no
8812,Vinh,marathon,23,female,no
8813,Ca Mau,badminton,19,male,no
8814,Binh Duong,badminton,19,female,yes
8815,Vinh Phuc,volleyball,20,male,no
8816,Vinh Phuc,badminton,23,male,yes
8817,Vinh,badminton,18,female,no
8818,Vinh Phuc,football,19,male,no
8819,Vinh,football,22,female,no
8820,Hai Duong,football,23,male,yes
8821,Ca Mau,badminton,21,male,no
8822,Ca Mau,football,19,female,no
8823,Vinh Phuc,badminton,21,female,no
8824,Hai Duong,volleyball,21,male,no
8825,Binh Duong,badminton,20,male,yes
8826,Vinh,volleyball,23,female,no
8827,Ha Noi,marathon,22,female,no
8828,Binh Duong,marathon,19,male,yes
8829,Hai Phong,volleyball,18,male,no
8830,Vinh Phuc,football,21,female,no
8831,Hai Phong,football,22,female,no
8832,Hai Phong,volleyball,21,male,yes
8833,Ha Noi,marathon,19,female,no
8834,Ha Noi,volleyball,23,female,yes
8835,Vinh Phuc,badminton,22,male,yes
8836,Ha Noi,badminton,22,male,no
8837,Ca Mau,football,22,female,yes
8838,Binh Duong,volleyball,22,female,no
8839,Hai Phong,football,19,female,no
8840,Vinh,badminton,21,male,yes
8841,Ca Mau,marathon,18,male,yes
8842,Ca Mau,badminton,22,female,no
8843,Binh Duong,volleyball,18,female,no
8844,Hai Phong,football,21,female,yes
8845,Ha Noi,volleyball,22,male,no
8846,Vinh,football,19,female,no
8847,Binh Duong,football,22,female,no
8848,Vinh Phuc,badminton,21,male,yes
8849,Vinh,marathon,20,female,yes
8850,Ca Mau,badminton,23,male,yes
8851,Hai Duong,football,22,female,yes
8852,Ca Mau,marathon,19,male,yes
8853,Ha Noi,football,21,female,no
8854,Vinh Phuc,volleyball,22,female,no
8855,Vinh Phuc,marathon,21,female,no
8856,Vinh,football,19,female,yes
8857,Vinh,football,20,female,no
8858,Ca Mau,marathon,20,male,yes
8859,Binh Duong,badminton,18,female,no
8860,Hai Phong,football,23,female,no
8861,Binh Duong,football,18,female,no
8862,Hai Duong,football,23,female,no
8863,Hai Duong,football,22,male,no
8864,Vinh Phuc,badminton,21,female,no
8865,Hai Phong,badminton,22,female,no
8866,Ca Mau,marathon,22,female,yes
8867,Hai Phong,volleyball,23,male,no
8868,Hai Duong,football,21,male,no
8869,Vinh,volleyball,21,female,yes
8870,Vinh,badminton,19,female,no
8871,Vinh Phuc,badminton,23,female,no
8872,Binh Duong,badminton,20,female,no
8873,Vinh Phuc,marathon,23,female,yes
8874,Vinh,marathon,20,male,no
8875,Ca Mau,marathon,22,male,yes
8876,Vinh Phuc,football,19,male,no
8877,Vinh,football,22,male,no
8878,Ha Noi,badminton,18,female,yes
8879,Vinh Phuc,football,21,female,no
8880,Ha Noi,badminton,20,male,yes
8881,Binh Duong,marathon,21,male,no
8882,Ha Noi,badminton,20,female,yes
8883,Vinh,volleyball,18,female,yes
8884,Vinh Phuc,marathon,23,female,no
8885,Ca Mau,football,20,female,no
8886,Ha Noi,football,21,female,yes
8887,Ca Mau,badminton,23,male,no
8888,Binh Duong,marathon,18,male,yes
8889,Ha Noi,badminton,21,female,no
8890,Vinh,badminton,22,female,yes
8891,Vinh,badminton,19,male,yes
8892,Hai Phong,marathon,18,female,no
8893,Hai Duong,football,23,female,yes
8894,Ca Mau,marathon,18,female,yes
8895,Ca Mau,volleyball,19,female,no
8896,Hai Phong,marathon,21,male,no
8897,Hai Duong,badminton,20,male,no
8898,Hai Phong,football,23,female,no
8899,Ca Mau,football,20,male,no
8900,Ha Noi,badminton,20,female,yes
8901,Ha Noi,football,18,male,yes
8902,Ca Mau,marathon,21,female,yes
8903,Ca Mau,football,23,female,no
8904,Binh Duong,football,19,female,yes
8905,Binh Duong,football,20,female,no
8906,Vinh Phuc,badminton,21,male,yes
8907,Ca Mau,football,23,female,no
8908,Ha Noi,badminton,19,male,no
8909,Vinh,badminton,19,male,yes
8910,Ha Noi,volleyball,23,male,no
8911,Vinh Phuc,marathon,21,female,yes
8912,Hai Duong,football,23,female,yes
8913,Binh Duong,marathon,20,male,yes
8914,Vinh Phuc,badminton,18,male,yes
8915,Ha Noi,badminton,22,female,yes
8916,Ca Mau,badminton,23,male,no
8917,Hai Phong,marathon,22,male,yes
8918,Ha Noi,badminton,22,female,no
8919,Hai Duong,marathon,19,male,yes
8920,Hai Phong,football,19,female,yes
8921,Vinh,marathon,20,female,no
8922,Vinh,marathon,18,female,no
8923,Vinh Phuc,badminton,18,female,no
8924,Hai Phong,football,23,female,no
8925,Hai Duong,badminton,23,female,yes
8926,Binh Duong,badminton,18,male,yes
